title,published,KernAI_stock_news_distilbert,gigachat_score_only,deepseek_score
SSJ100 Нижний Новгород — Москва вернулся в аэропорт сразу после взлета,2021-10-22 17:54:34,97.62978553771973,-30,-10
«Аэрофлот» получил чистую прибыль впервые за два года,2021-10-29 12:00:00,99.78925585746765,75,70
"В Шереметьево дебошир повредил руку, пытаясь разбить иллюминатор",2021-11-07 19:27:35,-99.76590871810913,-30,0
«Аэрофлот» и РЖД оценили готовность к введению QR-кодов при посадке,2021-11-09 11:55:33,99.80171918869019,25,5
Bloomberg узнал об обсуждении санкций против «Аэрофлота» из-за Белоруссии,2021-11-10 20:35:27,-98.23848605155945,Error_Evaluation_Gigachat,-40
Джабаров заявил о возможности закрыть небо из-за санкций для «Аэрофлота»,2021-11-11 08:20:01,0,Error_Evaluation_Gigachat,-40
«Аэрофлот» пригрозил судом на обвинения в доставке мигрантов в Белоруссию,2021-11-11 09:06:40,-99.78646636009216,-50,-20
В МИДе назвали «дубиной» планы ЕС по введению санкций из-за мигрантов,2021-11-11 09:32:18,-99.78413581848145,Error_Evaluation_Gigachat,-20
Песков назвал безумной идею о введении санкций против «Аэрофлота»,2021-11-11 09:45:44,0,Error_Evaluation_Gigachat,30
«Аэрофлот» пригрозил судом Евросоюзу в ответ на возможные санкции,2021-11-11 19:54:18,-99.84228610992432,-50,-40
Минтранс отказал «Аэрофлоту» в субсидиях на маршруты из Красноярска,2021-11-16 07:56:30,-98.97876977920532,-80,-30
«Аэрофлот» повысит топливный сбор из-за рекордных цен на керосин,2021-11-19 14:45:07,0,-50,-30
Пассажирка родила на борту летевшего из Петербурга в Узбекистан самолета,2021-11-26 09:24:43,98.88443350791931,-25,0
«Аэрофлот» возобновит полеты в Гавану,2021-11-30 10:14:31,95.09947896003723,50,50
«Аэрофлот» объяснил смену курса летящего в Москву Airbus,2021-12-04 19:58:28,0,35,5
Россия выразит протест из-за инцидента с самолетом «Аэрофлота»,2021-12-04 20:31:33,-99.84551668167114,-50,-30
США не увидели риска в инциденте с лайнером «Аэрофлота» и самолетом НАТО,2021-12-06 20:35:17,0,Error_Evaluation_Gigachat,5
Глава крымского представительства «Аэрофлота» покончил с собой,2021-12-07 10:00:11,-99.73727464675903,Error_Evaluation_Gigachat,-20
"Бастрыкин запросил доклад о лайнере, сменившем курс над Черным морем",2021-12-12 08:30:06,0,Error_Evaluation_Gigachat,-20
«Аэрофлот» и S7 договорились о сроках первых полетов на чистом топливе,2021-12-13 13:29:36,0,50,50
Обязательства «Аэрофлота» перед «ВТБ Лизингом» превысили $2 млрд,2021-12-20 05:01:05,-88.92457485198975,-75,-30
Как прошел первый полет МС-21 с импортозамещенным крылом,2021-12-25 18:59:39,88.85238766670227,75,50
«Аэрофлот» решил не обнулять мили участников бонусной программы,2021-12-29 19:44:21,0,50,5
«Аэрофлот» добился субсидий на региональные рейсы из Красноярска,2021-12-31 14:59:38,95.74205875396729,75,50
«Аэрофлот» отменил рейс в Алма-Ату,2022-01-05 14:56:07,-99.78123903274536,-25,-10
«Аэрофлот» отменил второй рейс в Казахстан за сутки,2022-01-05 16:43:13,-99.74173307418823,-50,-20
«Аэрофлот» остановил продажу билетов в Казахстан на ближайшие две недели,2022-01-06 13:48:25,-88.23886513710022,-80,-20
«Аэрофлот» отменил все рейсы из Москвы в Казахстан,2022-01-08 07:42:19,-99.83453750610352,-100,-30
«Аэрофлот» продлил отмену рейсов в Казахстан,2022-01-08 22:28:41,0,-50,-20
«Аэрофлот» возобновит полеты в Казахстан с 10 января,2022-01-09 15:39:54,97.72884249687195,50,50
«Аэрофлот» сообщил о возобновлении рейсов в города Казахстана,2022-01-11 18:01:50,0,50,50
«Аэрофлот» возобновит полеты в Алма-Ату с 14 января,2022-01-12 16:05:07,97.57727384567261,50,30
Главу томского представительства «Аэрофлота» заподозрили в мошенничестве,2022-01-17 06:44:22,-99.79947805404663,-80,-20
«Аэрофлот» возобновит все рейсы в Казахстан с 22 января,2022-01-17 16:55:04,98.96669387817383,75,50
Волочкова подаст в суд на бортпроводника после конфликта из-за маски,2022-01-19 03:17:57,-99.8491644859314,25,0
«Аэрофлот» рассказал детали конфликта с Волочковой на борту самолета,2022-01-19 13:01:34,-99.76219534873962,-50,5
Летевший из Москвы в Горно-Алтайск Boeing 737 аварийно сел в Омске,2022-02-07 04:54:02,0,-50,0
Китай приостановит шесть рейсов «Аэрофлота» в Гуанчжоу из-за коронавируса,2022-02-11 06:53:56,-99.70495700836182,-80,-30
Минтранс дал прогноз по ситуации с транспортом на юге России,2022-02-24 13:24:58,0,30,5
"Британия ввела санкции против ВТБ, «Аэрофлота», «Ростеха», ОСК и ОАК",2022-02-24 17:08:24,-99.35927987098694,-80,-70
«Аэрофлот» отменил рейс из Москвы в Лондон из-за санкций,2022-02-24 21:42:13,-99.78613257408142,-80,-20
Delta Airlines приостановила сотрудничество с «Аэрофлотом» из-за Украины,2022-02-25 17:10:22,-99.25040006637573,Error_Evaluation_Gigachat,-30
Семь европейских стран закрыли полеты для россиян. Как попасть в Европу,2022-02-26 13:55:50,0,-50,-30
Евросоюз полностью закрыл небо для российских самолетов,2022-02-27 16:58:21,0,-100,-40
«Аэрофлот» отменил все рейсы в Европу,2022-02-27 21:26:10,-99.82989430427551,-100,-30
«Аэрофлот» отменил рейсы в Америку и на Кубу,2022-02-28 12:55:37,-99.79543685913086,-80,-20
American Airlines остановила партнерские соглашения с «Аэрофлотом» и S7,2022-03-01 05:28:51,98.61656427383423,-80,-30
В конгресс США внесли проект о санкциях против всех госкомпаний России,2022-03-02 23:56:45,-95.77707052230835,Error_Evaluation_Gigachat,-70
«Аэрофлот» вернет россиян из Европы спецрейсами,2022-03-03 11:53:06,99.32867884635925,75,5
«Аэрофлот» ответил на отказ системы продаж билетов Sabre сотрудничать,2022-03-04 00:30:52,-99.38046932220459,35,-20
«Аэрофлот» опроверг сообщения об отставке гендиректора,2022-03-05 00:35:55,0,50,5
«Аэрофлот» 8 марта перестанет выполнять зарубежные рейсы,2022-03-05 11:53:39,-95.4441785812378,-90,-40
Гендиректор «Аэрофлота» перейдет в «Почту России»,2022-03-10 09:59:48,0,-50,5
Автор стратегии «Аэрофлота» уехал из России,2022-03-12 09:54:21,0,-50,-30
«Аэрофлот» назвал даты вывозных рейсов со Шри-Ланки и из Египта,2022-03-13 11:45:35,0,50,5
«Аэрофлот» возобновил полеты в Киргизию,2022-03-14 10:41:39,0,25,50
«Аэрофлот» открыл продажу билетов в Азербайджан и Армению,2022-03-15 09:19:42,0,30,30
Шереметьево и Домодедово отменили требование о ношении масок,2022-03-17 10:36:59,-99.01159405708313,50,5
«Аэрофлот» приостановил платный доступ в интернет на борту 50 самолетов,2022-03-18 10:29:58,-99.78213310241699,-70,50
Вслед за гендиректором «Аэрофлот» покинет половина правления,2022-03-19 06:00:08,-98.35938811302185,-50,-40
«Аэрофлот» возобновит полеты на Шри-Ланку,2022-03-22 15:09:08,98.1808602809906,50,30
Авиакомпании отменяют рейсы из России. Кто и куда продолжает летать,2022-03-23 11:13:27,0,-80,-30
Глава Минтранса Виталий Савельев об уходе гендиректора «Аэрофлота»,2022-03-23 17:05:47,0,-50,20
Савельев объяснил отставку главы «Аэрофлота» стрессовой работой,2022-03-23 17:33:29,-92.67961382865906,-30,10
«Аэрофлот» начал продавать билеты из Сочи в шесть стран,2022-03-25 07:23:36,0,50,50
Лоукостер «Победа» сократит парк самолетов до 25,2022-03-25 17:14:30,0,-30,-30
«Аэрофлот» снизил цены на билеты по России на полеты в мае,2022-04-04 12:00:05,-98.61836433410645,80,30
«Известия» узнали о передаче «турецких рейсов» перевозчикам с Superjet,2022-04-05 23:40:05,0,50,5
"США ввели экспортные санкции против «Аэрофлота», Utair и Azur Air",2022-04-07 14:28:39,-99.68008995056152,-80,-40
В «Аэрофлоте» сменился гендиректор,2022-04-08 20:15:45,0,50,5
«Аэрофлот» объяснил замену шампанского в бизнес-классе на российское,2022-04-12 17:39:41,0,25,5
Замглавы Минтранса Богданов решил покинуть пост,2022-04-13 22:40:48,0,25,-10
Власти обсудят погашение долгов авиакомпаний за счет ФНБ,2022-04-19 05:00:20,0,75,50
В правительстве обсудят докапитализацию «Аэрофлота» на 107 млрд руб.,2022-04-20 17:41:56,0,50,50
Глава «Аэрофлота» заявил об отсутствии предпосылок роста цен на билеты,2022-04-21 02:51:26,0,50,50
«Аэрофлот» уступил первое место на российском рынке авиаперевозок,2022-04-25 16:07:28,-99.78774785995483,-50,-20
Приложение «Аэрофлота» удалили из App Store,2022-04-27 10:30:35,-99.71242547035217,-100,-40
Последняя российская авиакомпания вышла из мировых альянсов,2022-04-27 14:43:10,0,-50,-40
«Аэрофлот» с 6 мая возобновит полеты в Турцию,2022-04-29 11:43:06,97.09098935127258,50,50
«Аэрофлот» возобновит рейсы в Дели,2022-05-04 15:12:10,98.51889610290527,50,40
«Аэрофлот» и «Победа» перейдут на российскую систему бронирования билетов,2022-05-12 12:50:32,0,75,50
«Аэрофлот» проведет проверку после гибели собаки на рейсе из Челябинска,2022-05-13 15:36:31,0,-30,-20
«Аэрофлот» выкупил восемь самолетов у иностранных лизингодателей,2022-05-13 17:25:32,98.77162575721741,75,50
Автора стратегии «Аэрофлота» заочно арестовали по делу о мошенничестве,2022-05-18 11:24:18,-99.52086806297302,-50,-40
«Аэрофлот» приостановит продажу билетов в южные города России,2022-05-18 17:21:56,-98.94949793815613,-80,-30
Британия ужесточила санкции против «Аэрофлота» и «России»,2022-05-19 10:36:44,-98.8085389137268,-75,-40
«Аэрофлот» объяснил приостановку набора пилотов,2022-06-02 20:32:29,-99.61305856704712,25,-20
Суд Шри-Ланки запретил самолету «Аэрофлота» покидать страну,2022-06-03 07:31:32,-97.2819983959198,-90,-10
МИД вызвал посла Шри-Ланки из-за задержания российского Airbus,2022-06-03 17:35:57,0,-50,-10
«Аэрофлот» приостановил полеты на Шри-Ланку,2022-06-03 18:36:16,-99.74086880683899,-80,-20
Суд Шри-Ланки снял запрет на вылет задержанного самолета «Аэрофлота»,2022-06-06 09:54:29,0,25,5
Росавиация поблагодарила власти Шри-Ланки за разрешение на вылет самолета,2022-06-06 16:14:37,98.30969572067261,50,5
«Ведомости» узнали о намерении «Аэрофлота» заказать 300 самолетов у ОАК,2022-06-08 05:27:09,0,50,60
"«Аэрофлот» заменил на рейсах Coca-Cola на Pepsi, а шампанское на просекко",2022-06-09 21:00:50,0,-50,5
Пассажиропоток авиакомпании S7 упал на 22%,2022-06-14 09:42:44,-99.82513785362244,-50,-40
Суд арестовал ответственного за покупку самолетов в «Аэрофлоте»,2022-06-15 08:29:30,-96.04365229606628,-80,-30
«Победа» задумалась об уходе из Внуково в Шереметьево,2022-06-16 07:45:33,0,-50,5
Сотни застрявших российских туристов вылетели из Антальи в Москву,2022-06-18 12:18:09,-98.91502261161804,50,5
Минтранс назвал Ту-214 претендентом на базовый самолет «Аэрофлота»,2022-06-20 18:36:59,98.31545352935791,75,50
Росавиация решила отдать четверть субсидий правительства «Аэрофлоту»,2022-06-29 08:30:38,0,50,50
«Аэрофлот» объяснил выплаты уходящим на пенсию сотрудникам,2022-06-29 13:01:34,0,35,30
«Аэрофлот» возобновит полеты в Бодрум и Даламан из Москвы,2022-07-06 08:07:09,98.65837693214417,50,50
Сотрудники «Аэрофлота» пожаловались на реформу техобслуживания самолетов,2022-07-07 05:00:54,-99.86128807067871,-50,-30
Замглавы «Аэрофлота» приговорили к семи годам за мошенничество,2022-07-08 09:38:42,-99.8282790184021,-90,-30
Суд в Москве вынес приговор замглавы «Аэрофлота»,2022-07-08 09:58:02,-99.61953163146973,-30,-30
Доля государства в «Аэрофлоте» превысит 73%,2022-07-13 13:26:24,99.26915764808655,80,30
«Аэрофлот» с 20 июля возобновит полеты в Пекин,2022-07-13 13:46:01,82.3495864868164,50,50
Авиавласти изменили механизм распределения допусков на рейсы за рубеж,2022-07-20 09:17:46,0,35,5
«Аэрофлот» и ФПК запустили комбинированную перевозку пассажиров на юг,2022-07-22 11:40:12,99.49889779090881,75,30
Boeing-777 сел в Южно-Сахалинске после сообщения о проблемах с шасси,2022-07-26 06:12:03,0,-50,-30
Заполняемость самолетов «Победы» достигла прошлогоднего уровня,2022-07-26 12:08:12,98.57438206672668,50,50
«Аэрофлот» начал продавать билеты на Пхукет,2022-07-27 12:05:56,0,80,50
«Аэрофлот» снизил зарплаты топ-менеджеров на 30–40%,2022-08-02 15:18:54,-99.51362013816833,-50,15
"Reuters узнал, что авиакомпании России разбирают самолеты на запчасти",2022-08-08 23:04:34,0,-80,-70
Гендиректором «Победы» назначили топ-менеджера «Авроры»,2022-08-15 08:41:07,0,35,5
«Аэрофлот» ввел пенсионный тариф на рейсы из трех городов России,2022-08-17 10:44:52,0,30,5
«Аэрофлот» начнет летать на Сейшелы с 8 октября,2022-08-17 12:15:12,96.39198780059814,50,50
«Аэрофлот» предупредил об ограничениях привилегий SkyTeam,2022-08-17 17:51:40,-99.79931116104126,-50,-30
«Россия» заменила на рейсах Coca-Cola и Sprite на «Байкал» и «Тархун»,2022-08-22 03:13:40,-98.31956028938293,30,5
Бермуды частично отменили санкции против России,2022-08-22 19:33:41,-92.17737913131714,Error_Evaluation_Gigachat,5
«Аэрофлот» сообщил о планах купить более 300 российских самолетов,2022-08-26 11:22:29,99.62027668952942,75,70
«Аэрофлот» сообщил о планах заказать более 300 российских самолетов,2022-08-26 11:52:52,98.95493984222412,85,70
В «Аэрофлоте» пообещали «не ремонтировать двигатели в гаражах»,2022-09-05 21:12:27,-99.7235357761383,35,50
Власти планируют выделить авиакомпаниям еще ₽50 млрд,2022-09-06 11:57:09,0,70,50
«Аэрофлот» подписал соглашение о закупке самолетов на рекордный ₽1 трлн,2022-09-07 01:42:00,99.53112006187439,75,75
Слюсарь — о контракте с «Аэрофлотом» на поставку отечественных самолетов,2022-09-07 14:17:35,0,50,50
Аэрофлот зимой возобновит полеты в Таиланд и ОАЭ,2022-09-08 13:00:25,96.80987000465393,80,50
Пассажиропоток «Аэрофлота» упадет до 40 млн человек,2022-09-08 13:53:50,-99.85045194625854,-80,-60
Власти Шри-Ланки извинились перед Россией за арест самолета «Аэрофлота»,2022-09-17 09:49:11,-99.26669001579285,80,5
"«Аэрофлот» вернет деньги за билеты гражданам, подлежащим призыву",2022-09-22 12:46:24,0,-50,20
"«Аэрофлот» возобновит рейсы в Шри-Ланку, Таиланд и Гоа",2022-09-23 12:12:46,98.0972170829773,75,35
«Аэрофлот» с 1 октября возобновит полеты в Хургаду и Шарм-эш-Шейх,2022-09-26 19:42:27,97.94401526451111,75,50
Летевший из Москвы в Ереван самолет «Аэрофлота» направили в Минводы,2022-09-28 03:44:43,0,-30,0
«Аэрофлот» повысил цену на услугу сопровождения детей на рейсах,2022-10-06 13:49:06,0,-25,5
«Аэрофлот» сообщил о сбое системы регистрации на рейсы в Шереметьево,2022-10-20 20:19:52,-99.82048273086548,-50,-20
«Аэрофлот» предупредил о приостановке онлайн-регистрации на рейсы,2022-10-25 19:44:52,-99.85067248344421,-80,-20
S7 восстановила работу онлайн-сервисов после смены системы бронирования,2022-10-26 18:45:22,99.08556938171387,25,20
«Аэрофлот» назвал дату возобновления работы онлайн-сервисов,2022-10-26 19:35:13,0,25,40
«Аэрофлот» возобновит ежедневные рейсы в Каир,2022-10-28 11:29:58,70.86194157600403,50,50
«Аэрофлот» возобновил продажу билетов в офисах и контакт-центре,2022-10-30 11:39:10,0,50,50
Онлайн-сервисы «Аэрофлота» заработали после смены системы бронирования,2022-10-30 14:10:17,91.85768365859985,35,50
«Победа» анонсировала возобновление рейсов из Москвы в Турцию в декабре,2022-11-01 12:12:07,0,35,50
Все авиакомпании России перешли на отечественные системы бронирования,2022-11-01 14:22:32,0,50,50
«Аэрофлот» создаст «национальный центр» для  западных авиалайнеров,2022-11-08 08:00:08,86.03415489196777,50,50
Экс-представителя «Аэрофлота» в Британии осудили на 13 лет за госизмену,2022-11-15 08:27:18,-99.81375932693481,-85,-20
Посол напомнил об увеличении числа рейсов «Аэрофлота» в Таиланд,2022-12-01 05:06:51,0,75,50
«Ъ» узнал о попытках «Ростеха» вернуть аванс за непоставленные Airbus,2022-12-19 07:34:37,0,25,-30
Reuters узнал о переговорах компаний по «застрявшим в России» самолетам,2022-12-23 11:48:25,-97.18592762947083,50,5
Глава «Аэрофлота» — РБК: «Будет сложно возвращаться»,2022-12-27 21:00:13,0,-50,-20
Глава «Аэрофлота» рассказал о ценах на билеты в 2023 году,2022-12-27 21:00:16,0,50,5
Глава «Аэрофлота» назвал ситуацию монополии на рынке скучной,2022-12-28 04:31:14,-97.03225493431091,50,5
Глава «Аэрофлота» назвал сроки использования Boeing и Airbus,2022-12-28 06:39:46,0,50,5
«Аэрофлот» вернул часть авансов за поставки самолетов Airbus,2022-12-28 08:34:46,48.78801703453064,50,30
«Аэрофлот» потребует сократить экипажи в самолетах Ту-214,2022-12-28 11:02:01,0,-50,-20
«Аэрофлот» выкупил десять самолетов у ирландского лизингодателя,2022-12-30 16:35:12,98.28145503997803,50,50
«Честность по отношению к себе — это серьезное преимущество»,2022-12-31 06:00:26,0,0,5
Глава «Аэрофлота» рассказал о минуте на раздумья перед назначением,2022-12-31 06:05:19,0,25,5
Авиакомпании сообщили о возможности слетать в Таиланд без прививки,2023-01-08 11:48:07,0,75,40
Летевший в Москву самолет сел в Самарканде из-за драки и беременной,2023-01-12 19:19:10,0,-35,0
Власти раскрыли цену новых самолетов Superjet и МС-21 для «Аэрофлота»,2023-01-14 06:00:20,66.03274941444397,50,50
«Аэрофлот» возобновит полеты в Казахстан,2023-01-27 12:52:05,96.77927494049072,50,30
«Аэрофлот» запланировал перевозить половину всех пассажиров в стране,2023-01-29 21:00:05,92.24812388420105,80,70
«Аэрофлот» и Ространснадзор решили изменить правила провоза ручной клади,2023-01-31 22:08:55,0,35,5
Турция заявила о рисках обслуживания лайнеров «Аэрофлота» и Абрамовича,2023-02-01 12:11:05,-99.75427389144897,-50,-20
Сын Силуанова возглавил новый департамент в «Аэрофлоте»,2023-02-02 07:30:19,0,50,5
"«Аэрофлот» выставил на продажу жилой дом, офис и квартиры за рубежом",2023-02-11 02:45:38,0,-50,5
Перевозчики предложили увеличить интервалы техобслуживания самолетов,2023-02-13 05:54:10,0,-30,20
«Победа» получила рекордную с момента основания прибыль на фоне санкций,2023-02-16 05:00:00,99.64771866798401,75,70
После экстренной посадки в Ташкенте людей отправят в Москву другим бортом,2023-02-20 17:22:00,0,-50,0
Рейс Дели — Москва сел в Ташкенте из-за аппендицита у пассажира,2023-03-03 06:24:22,0,-30,0
Экс-глава «Аэрофлота» перешел на работу в «Ростех»,2023-03-09 04:00:44,0,25,5
«Аэрофлот» и S7 ответили на данные об отказе Турции заправлять самолеты,2023-03-16 20:58:25,-99.22141432762146,25,-20
«Аэрофлот» начнет продавать билеты на курорты через туроператора,2023-03-17 08:47:11,95.41930556297302,75,50
«Аэрофлот» отменил рейсы из Москвы и регионов в Сочи из-за непогоды,2023-03-18 23:20:35,-99.7885525226593,-80,-20
«Аэрофлот» выполнит часть отмененных рейсов в Сочи,2023-03-19 09:55:21,-52.60769724845886,50,20
Летевший из Владивостока в Москву самолет экстренно сел в Иркутске,2023-03-19 12:27:24,0,-50,0
«Аэрофлот» назвал срок вывоза пассажиров отмененных рейсов из Сочи,2023-03-19 19:00:56,95.31952142715454,25,5
США продлили экспортные санкции против «Аэрофлота» на 180 дней,2023-03-31 15:36:59,-99.13631677627563,-90,-40
«Аэрофлот» предупредил о риске для полетов за рубеж из-за новых поправок,2023-04-05 15:50:40,-99.81641173362732,-80,-30
Замглавы «Аэрофлота» смягчили наказание по делу о хищении,2023-04-05 16:48:28,-98.97440075874329,25,0
Власти сочли небольшим риск для полетов за рубеж из-за закона о данных,2023-04-06 08:08:19,-98.72774481773376,30,5
ФАС возбудила дело против «Аэрофлота» за недостоверную рекламу,2023-04-07 06:38:26,0,-50,-20
«Аэрофлот» впервые отправил самолет для ремонта в Иран,2023-04-10 12:30:21,77.27790474891663,-50,5
Крупнейшие авиакомпании России получили рекордную прибыль на фоне санкций,2023-04-23 06:00:25,99.20765161514282,75,50
Ремонтирующие Airbus и Boeing в России компании сократили прибыль в 6 раз,2023-05-02 04:00:28,-97.5595474243164,-50,-40
"«Аэрофлот» рассказал, что произошло с севшим в Шереметьево самолетом",2023-05-04 11:02:02,-52.84346342086792,50,5
«Аэрофлот» опроверг атаку дрона на самолет в Шереметьево,2023-05-05 15:59:30,0,50,5
«Аэрофлот» попросил внести почти 100 изменений в салоны новых Ту-214,2023-05-17 04:00:17,0,-50,5
Рейс «Аэрофлота» не смог улететь из Египта из-за неисправности,2023-06-10 19:22:47,-98.10051918029785,-50,-10
Для иностранных самолетов «Аэрофлота» создадут лизинговую компанию,2023-06-16 05:00:36,95.84121704101562,25,50
Airbus вернул «Аэрофлоту» аванс на $199 млн за четыре самолета,2023-06-16 09:00:09,0,-50,30
«Аэрофлот» назовет самолеты в честь Жириновского и Державина,2023-06-16 09:01:06,99.51674938201904,Error_Evaluation_Gigachat,5
«Аэрофлот» пообещал бесплатно обменять билеты ростовчан и воронежцев,2023-06-24 17:40:27,0,-50,5
В России снизились цены на авиабилеты за границу после ажиотажа в 2022-м,2023-07-06 04:01:10,-91.92913174629211,-50,20
Внуково в 2023 году потеряет 3 млн пассажиров «Победы»,2023-07-13 11:45:24,-99.80701804161072,-75,-20
«Аэрофлот» опроверг посадку самолета с лопнувшим колесом в Москве,2023-07-23 12:37:38,-99.65232610702515,50,5
«Иркут» рассказала о сроках поставки новых самолетов Superjet «Аэрофлоту»,2023-07-26 14:13:45,95.16528844833374,30,50
Глава «Иркута» опроверг перенос поставок новых Superjet,2023-07-26 15:31:13,-55.02970218658447,35,5
«Аэрофлот» заявил о «бумажном» убытке на ₽81 млрд,2023-08-01 14:00:18,-99.84719157218933,-90,-30
«Аэрофлот» и «Аэроэкспресс» объяснили очередь у стоек в Шереметьево,2023-08-11 15:56:47,0,25,0
«Аэрофлот» введет компенсацию за задержку рейсов бонусными милями,2023-08-14 08:40:16,83.80738496780396,50,40
«Аэрофлот» запустит прямые рейсы в Гавану с 24 декабря,2023-08-16 10:47:34,99.10128712654114,80,50
«Аэрофлот» урегулировал спор с ирландским лизингодателем по 18 самолетам,2023-09-05 20:32:33,0,75,50
"В Аэрофлоте опровергли, что пассажиры застряли в аэропорту Хургады",2023-09-07 19:23:31,-99.73756074905396,30,5
«Аэрофлот» и Минтранс занялись вопросом снятия запрета на «мокрый» лизинг,2023-09-13 21:00:38,-99.7318685054779,50,30
Гендиректор «Аэрофлота» исключил повышение стоимости билетов в 2023 году,2023-09-14 00:38:31,0,80,5
«Аэрофлот» отказался менять график рейсов в аэропортах Москвы из-за БПЛА,2023-09-14 03:28:50,-98.85941743850708,50,0
«Аэрофлот» возобновит регулярные прямые рейсы из Москвы в Гонконг,2023-09-21 09:07:55,98.82059097290039,80,50
«Ростех» сообщил о мощной DDoS-атаке на систему бронирования Leonardo,2023-09-28 09:04:43,99.36768412590027,-80,-20
«Ростех» заявил о попытках хакеров остановить авиаперевозки в России,2023-09-28 13:45:16,-99.42769408226013,-80,-30
«Аэрофлот» отменил рейс из-за повреждения шасси самолета на Пхукете,2023-10-02 11:52:32,-99.80310797691345,-50,-30
«Аэрофлот» урегулировал спор с ирландским лизингодателем по 17 самолетам,2023-10-02 20:21:12,0,80,50
«Аэрофлот» урегулировал спор по четырем иностранным самолетам,2023-10-12 16:40:02,-73.04019927978516,50,50
Почему «Аэрофлот» аннулировал дешевые билеты на Пхукет,2023-10-24 18:58:44,0,-50,-30
«Аэрофлот» объяснил отказ пустить ребенка комика Соболева в бизнес-класс,2023-10-25 20:06:47,0,-30,5
Роспотребнадзор допустил иски из-за дешевых билетов «Аэрофлота» на Пхукет,2023-10-26 08:19:09,63.42937350273132,-30,-20
«Аэрофлот» перенес рейсы из Дагестана в Чечню,2023-10-30 07:44:07,0,50,5
Авиакомпании попросили разрешения обмениваться списками дебоширов,2023-11-08 03:25:46,0,50,5
«Аэрофлот» начал внедрять новую систему подготовки пилотов,2023-11-09 16:00:24,98.78396391868591,50,20
«Коммерсантъ» узнал о переносе поставки «Аэрофлоту» новых Superjet,2023-11-13 06:13:29,0,-50,-30
Курирующий авиацию замглавы Минтранса уйдет в отставку,2023-11-14 12:21:41,-85.97768545150757,-75,-20
«Ъ» узнал о предложении Росавиации запустить регулярные рейсы в Пхеньян,2023-11-19 23:46:54,0,25,5
Женщина пострадала во время турбулентности на рейсе в Москву,2023-11-26 08:35:42,-99.70654845237732,-25,0
«Аэрофлот» отменил пять рейсов из Москвы в Петербург из-за непогоды,2023-11-27 18:30:39,-99.84649419784546,-50,-5
"«Аэрофлот» нарастил выручку в 1,4 раза на фоне роста международных рейсов",2023-11-29 14:15:49,99.75218176841736,80,70
Летевший из Москвы самолет «Аэрофлота» аварийно сел на Сахалине,2023-12-01 01:39:01,0,-50,-20
«Аэрофлот» опроверг информацию об аварийной посадке рейса на Сахалине,2023-12-01 06:04:48,-75.8848786354065,25,5
«Аэрофлот» предупредил пассажиров о проблемах с покупкой билетов,2023-12-07 14:26:14,-99.82993006706238,-80,-30
«Аэрофлот» восстановил систему бронирования билетов,2023-12-07 22:01:43,99.01732206344604,75,50
«Аэрофлот» запустит прямые рейсы на Хайнань,2023-12-08 18:27:43,99.21606183052063,50,50
"Авиакомпании рассказали, полетят ли в Краснодар, если откроют аэропорт",2023-12-13 11:21:51,0,25,5
«Аэрофлот» возобновит полеты во вьетнамский Хошимин,2023-12-15 07:56:35,97.09922671318054,50,50
«Россия» отменила рейсы в Пекин,2023-12-20 15:32:51,-99.81762170791626,-80,-20
Пекинский аэропорт отказался принимать рейсы «России»,2023-12-20 20:43:53,-99.50782060623169,-80,-30
Минтранс заявил о достаточности самолетов «Аэрофлота» для полетов в Китай,2023-12-21 11:59:09,-98.90434741973877,25,5
«Аэрофлот» разрешил перевозить животных в соседнем кресле,2023-12-22 16:39:37,0,50,20
«Аэрофлот» урегулировал спор с лизингодателями еще по 28 самолетам,2023-12-22 18:36:01,0,75,50
«Ъ» узнал об исчерпании средств на выкуп самолетов у иностранных лессоров,2023-12-25 02:16:27,-99.71869587898254,-80,-40
В Челябинске самолет «Аэрофлота» уперся в сугроб после приземления,2023-12-26 07:23:20,0,-50,-5
Рейс «Аэрофлота» из Дубая в Москву задержали на 14 часов,2023-12-29 07:01:12,-99.72267746925354,-50,-10
«Аэрофлот» объяснил задержку рейса из Дубая на 14 часов заменой колеса,2023-12-29 07:52:30,-99.22301173210144,25,5
«Аэрофлот» ответил на данные о задержке рейса с Пхукета из-за поломки,2024-01-08 18:19:16,0,-25,-20
"«Аэрофлот» и ОАК договорились о том, каким будет салон самолета Ту-214",2024-01-15 05:00:27,96.45270109176636,50,50
Росавиация посоветовала перевозчикам не летать в Египет на 27 самолетах,2024-01-15 20:21:16,-99.00631308555603,-90,-20
Глава Пулково упрекнул «Аэрофлот» в непредсказуемости его планов,2024-01-25 04:01:39,-99.03126955032349,-50,-20
Бортпроводник «Аэрофлота» подал в суд на СМИ за сообщения о наркотиках,2024-02-13 05:51:29,-99.80624318122864,50,5
«Аэрофлот» урегулировал с лизингодателями споры по еще семи самолетам,2024-02-16 08:27:36,-98.40201139450073,50,50
Поставки самолета МС-21 переносятся на 25-26 гг — агентства,2024-02-29 12:45:59,0,-30,-30
"Пассажиропоток группы Аэрофлот вырос в феврале на 23,2% г/г",2024-03-14 08:00:01,99.6955394744873,75,70
«Аэрофлот» решил убрать бизнес-класс на некоторых Superjet 100 «России»,2024-03-20 03:47:20,-99.43976402282715,-50,5
